Video,Views,
Bruno Mars - Locked Out Of Heaven (Official Music Video),"132,465,407",
"COCO COLA (Full Song) | Ruchika Jangid, Kay D | New Haryanvi Songs Haryanavi 2022 | Nav Haryanvi","132,092,530",
Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),"131,978,027",
"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan","131,967,082",
Bruno Mars - That’s What I Like [Official Music Video],"131,942,558",
Judge : Mankirt Aulakh (Official Video) New Punjabi Song Latest Punjabi Songs 2022 | Sky Digital,"131,857,840",
Pardesi Pardesi | Udit Narayan | Alka Yagnik | Sapna Awasthi | Raja Hindustani | 1996,"131,723,658",
"Bachpan Ka Pyaar (Official Video) Badshah, Sahdev Dirdo, Aastha Gill, Rico","131,674,780",
Coldplay - Paradise (Official Video),"131,636,314",
Marília Mendonça & Maiara e Maraisa - Coração Bandido (Official Music Video),"131,488,629",
Sherine … Kollaha Ghayrana - 2021 | شيرين … كلها غيرانة,"131,484,157",
Eminem - Venom,"131,388,176",
Adele - Someone Like You (Official Music Video),"131,384,018",
The Cranberries - Zombie (Official Music Video),"131,307,571",
"Lady Gaga, Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars)","131,299,441",
"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh","131,105,126",
BAD BUNNY - AMORFODA (Video Oficial),"131,100,196",
"Anuel AA, KAROL G - Secreto","130,964,245",
"Bullet Song Lyrical (Telugu) | The Warriorr | Ram Pothineni, Krithi Shetty | Simbu | DSP | Lingusamy","130,921,918",
One Direction - Night Changes,"130,796,907",
"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris","130,500,174",
Christian Nodal - Adiós Amor (Video Oficial),"130,409,693",
"ULTRA SOLO REMIX - Polimá Westcoast, Pailita, Paloma Mami, Feid, De la Ghetto (Video Oficial)","130,353,151",
Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],"130,351,125",
MAGIC! - Rude (Official Video),"129,982,084",
Shawn Mendes - Treat You Better,"129,573,411",
Gangubai Kathiawadi | Dholida | Sanjay Leela Bhansali | Alia Bhatt | Official Video | Ajay Devgn,"129,560,274",
Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,"129,373,797",
Daddy Yankee x El Alfa x Lil Jon - Bombón (Official Video),"129,129,398",
Lewis Capaldi - Someone You Loved,"128,828,152",
Harry Styles - Sign of the Times (Official Video),"128,771,261",
GOAT (Full Video) Sidhu Moose Wala | Wazir Patar | Sukh Sanghera | Moosetape,"128,769,932",
Mc Artisan - Glock Ft Didine Canon 16 ( Prod. By Croww & Exyth),"128,566,215",
Romeo Santos - La Diabla/Mi Santa ft. Tomatito,"128,323,318",
Karol G - A Ella (Official Video),"128,004,554",
"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","127,865,755",
The Weeknd - Blinding Lights (Official Video),"127,769,993",
Zé Felipe e MC Mari - Bandido (Videoclipe Oficial),"127,733,292",
Marc Seguí - Tiroteo Remix ft. Rauw Alejandro y Pol Granch (Videoclip Oficial),"127,704,251",
Bruno Mars - When I Was Your Man (Official Music Video),"127,628,577",
"#SaamiSaami (Tamil) Lyrical | Pushpa Songs | Allu Arjun, Rashmika | DSP | Senthiganesh | Sukumar","127,539,222",
BAD BUNNY x DRAKE - MÍA (Video Oficial),"127,458,124",
"Luis Ángel Gómez Jaramillo, Gael García Bernal - Un Poco Loco (De ""Coco"")","127,451,200",
Badshah - Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Songs,"127,411,895",
"HD VIDEO | कुँवारे में गंगा नहईले बानी | Ankush Raja , Shilpi Raj | Bhojpuri Song 2021","127,196,456",
Calum Scott - You Are The Reason (Official Video),"126,471,424",
"Idina Menzel, AURORA - Into the Unknown (From ""Frozen 2"")","126,435,166",
The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,"126,038,684",
"Tainy, Bad Bunny, Julieta Venegas - Lo Siento BB:/ (Official Video)","125,969,003",
Metallica: Nothing Else Matters (Official Music Video),"125,905,996",
Charlie Puth - Light Switch [Official Music Video],"125,829,050",
ROSALÍA - LA FAMA (Official Video) ft. The Weeknd,"125,789,035",
BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,"125,744,477",
BAD BUNNY x ROSALÍA - LA NOCHE DE ANOCHE (Video Oficial),"125,658,587",
So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,"125,631,280",
Hozier - Take Me To Church,"125,592,257",
Ariana Grande - 7 rings (Official Video),"125,223,343",
The Black Eyed Peas - Where Is The Love? (Official Music Video),"125,145,993",
Feid - Normal (Official Video),"125,097,892",
Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),"125,072,361",
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)","124,891,198",
Billie Eilish - Happier Than Ever (Official Music Video),"124,740,556",
twenty one pilots - Ride (Official Video),"124,619,909",
Mariah Carey - All I Want for Christmas Is You (Make My Wish Come True Edition),"124,557,569",
Tierry - CABEÇA BRANCA ( DVD / O Pai das Crianças),"124,476,608",
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,"124,374,849",
ITZY “SNEAKERS” M/V @ITZY,"124,361,448",
Bon Jovi - Livin' On A Prayer,"124,336,346",
Tesher x Jason Derulo - Jalebi Baby (Official Video),"124,172,306",
Lukas Graham - 7 Years [Official Music Video],"124,014,689",
Willy William - Ego (Clip Officiel),"123,939,691",
Eminem - Stan (Long Version) ft. Dido,"123,725,082",
Fireboy DML & Ed Sheeran - Peru (Official Video),"123,690,243",
"Ozuna, Feid - Hey Mor (Video Oficial) | Ozutochi","123,518,326",
Indila - Dernière Danse (Clip Officiel),"123,438,956",
"Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã","123,232,546",
"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia","123,219,381",
POP SMOKE - DIOR (OFFICIAL VIDEO),"123,072,730",
Europe - The Final Countdown (Official Video),"123,057,588",
"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K","123,023,504",
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar","122,750,713",
"Jessie J, Ariana Grande, Nicki Minaj - Bang Bang (Official Video)","122,438,639",
Tyga - Taste (Official Video) ft. Offset,"122,208,443",
"TWICE ""Talk that Talk"" M/V","122,131,179",
The Police - Every Breath You Take (Official Video),"122,119,239",
Sub Urban - Cradles [Official Music Video],"122,011,891",
Khalid - Better (Official Video),"121,912,935",
Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit),"121,739,896",
Imagine Dragons - Bones (Official Music Video),"121,733,976",
"Stray Kids ""소리꾼(Thunderous)"" M/V","121,513,132",
Razzi Bolja । राज्जी बोल जा । Uttar Kumar & Bhaviya । Harjeet Deewana | Haryanvi Song,"121,495,755",
"Where You Are (From ""Moana""/Sing-Along)","121,392,903",
BTS (방탄소년단) 'FAKE LOVE' Official MV,"121,270,758",
Jay Wheeler - La Curiosidad ft. Myke Towers (Official Video),"120,973,917",
Paulo Londra - Adan y Eva (Official Video),"120,794,264",
Halsey - Without Me,"120,740,843",
"Olga Lucía Vives, Yaneth Waldman, Elenco de Encanto - La familia Madrigal (De ""Encanto"")","120,454,067",
Taylor Swift - You Belong With Me,"120,411,691",
Calibre 50 - Si Te Pudiera Mentir,"120,213,194",
BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,"120,180,169",
"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)","120,059,812",
Coldplay - Adventure Of A Lifetime (Official Video),"119,972,416",
IVE 아이브 'ELEVEN' MV,"119,944,922",
Eminem - Not Afraid,"119,928,558",
"Meri Zindagi Hai Tu (Song) Satyameva Jayate 2 | John A, Divya K | Rochak ft Jubin, Neeti | Manoj M","119,839,605",
R.E.M. - Losing My Religion (Official Music Video),"119,679,533",
"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)","119,464,041",
Queen – Bohemian Rhapsody (Official Video Remastered),"119,358,260",
KAROL G - 200 Copas (Official Video),"119,270,612",
Fugees - Killing Me Softly With His Song (Official Video),"118,984,607",
The Chainsmokers - Closer (Lyric) ft. Halsey,"118,581,078",
James Arthur - Say You Won't Let Go,"118,469,208",
Gali Gali Full Video Song | KGF | Neha Kakkar | Mouni Roy | Tanishk Bagchi | Rashmi Virag |T-SERIES,"118,388,664",
"Arcángel, Sech - Sigues Con Él (Video Oficial)","118,175,955",
Justin Bieber - Sorry (PURPOSE : The Movement),"118,156,598",
PAULO LONDRA || BZRP Music Sessions #23,"118,070,749",
Ranjithame - Varisu Lyric Song (Tamil) | Thalapathy Vijay | Rashmika | Vamshi Paidipally | Thaman S,"117,882,601",
Imran Khan - Amplifier (Official Music Video),"117,494,844",
Burak Bulut & Kurtuluş Kuş & Mustafa Ceceli feat. İrem Derici - Rastgele,"117,278,924",
The Verve - Bitter Sweet Symphony,"117,205,211",
Doja Cat - Kiss Me More (Official Video) ft. SZA,"117,185,853",
Selena - Como La Flor (Live From Astrodome),"117,013,709",
"Maiyya Mainu - Lyrical | Jersey | Shahid Kapoor, Mrunal Thakur| Sachet-Parampara| Shellee | Gowtam T","116,996,858",
"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa","116,928,792",
PEDRO SAMPAIO - GALOPA (COREOGRAFIA OFICIAL),"116,881,158",
"KAROL G, Nicki Minaj - Tusa (Official Video)","116,629,926",
Natalia Lafourcade - Hasta la Raíz,"116,191,758",
Crazy Frog - Crazy Frog In The House (Official Video),"116,098,030",
BLACKPINK - 'Lovesick Girls' M/V,"115,989,760",
Kate Bush - Running Up That Hill - Official Music Video,"115,937,161",
Sia - Chandelier (Official Video),"115,721,985",
Carla Morrison - Disfruto (letra),"115,477,405",
Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,"115,367,261",
Sefo - Bilmem Mi? (prod.by Aerro),"115,179,400",
Justin Timberlake - Mirrors (Official Video),"115,038,680",
Justin Bieber - Intentions (Official Video (Short Version)) ft. Quavo,"115,016,178",
MC Paiva e MC Ryan SP - Casei Com a Putaria (Love Funk) Kotim,"114,591,860",
BLACKPINK X PUBG MOBILE - ‘Ready For Love’ M/V,"114,536,312",
aespa 에스파 'Girls' MV,"114,413,402",
Michael Jackson - Beat It (Official 4K Video),"114,018,173",
Julianno Sosa -Cochinae X King Savagge (Video official),"113,960,795",
Hungria Hip Hop - Amor e Fé (Official Music Video) #CheiroDoMato,"113,844,284",
Akon - Right Now (Na Na Na) (Official Video),"113,758,646",
OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],"113,658,961",
Grupo Firme - Luis Mexia - Calidad (Video Oficial),"113,555,999",
Victor Cibrian - En El Radio Un Cochinero (Lluvia De Balas) [Official Video],"113,229,792",
"Sofia Reyes , @MariaBecerraMusic - Marte [Official Music Video]","113,043,480",
[CHOREOGRAPHY] BTS (방탄소년단) 'Butter' Special Performance Video,"112,670,295",
"Tainy, Anuel AA, Ozuna - Adicto (Official Video)","112,324,557",
"Tiago PZK, LIT killah - Entre Nosotros (Video Oficial)","112,315,854",
Rauw Alejandro & Camilo - Tattoo Remix (Video Oficial),"112,295,515",
Burak Bulut & Ebru Yaşar & Kurtuluş Kuş - İçime Ata Ata,"112,106,409",
Olivia Rodrigo - deja vu (Official Video),"112,017,087",
BTS (방탄소년단) 'DNA' Official MV,"111,882,642",
DJ Snake - Disco Maghreb (Official Music Video),"111,689,843",
"Rusherking, Tiago PZK, KHEA, LIT Killah, Duki, Maria Becerra - ADEMAS DE MI REMIX (Official Video)","111,327,285",
Christian Nodal - De Los Besos Que Te Di (Video Oficial),"111,181,478",
Natti Natasha ❌ Ozuna - Criminal [Official Video],"111,168,427",
Beyoncé - Halo,"111,108,340",
